OBJECTID,FID_OutputLines,FID_Intersections
32248,17114,62401
32249,17114,62402
32250,17114,62403
32251,17114,62404
32252,17132,57975
32253,17132,57976
32254,17132,57977
32255,17132,57978
32256,17132,57979
32257,17134,57745
32258,17134,57746
32259,17134,57747
32260,17134,57748
32261,17134,57749
32262,17144,62705
32263,17144,62706
32264,17144,62707
32265,17144,62708
32266,17144,62709
32267,17161,58410
32268,17161,58411
32269,17161,58412
32270,17161,58413
32271,17161,58414
32272,17163,57330
32273,17163,57331
32274,17163,57332
32275,17163,57333
32276,17163,57334
32277,17170,62565
32278,17170,62566
32279,17170,62567
32280,17170,62568
32281,17170,62569
32282,17179,62560
32283,17179,62561
32284,17179,62562
32285,17179,62563
32286,17179,62564
32287,17184,57485
32288,17184,57486
32289,17184,57487
32290,17184,57488
32291,17184,57489
32292,17188,58050
32293,17188,58051
32294,17188,58052
32295,17188,58053
32296,17188,58054
32297,17191,61880
32298,17191,61881
32299,17191,61882
32300,17191,61883
32301,17191,61884
32302,17197,57735
32303,17197,57736
32304,17197,57737
32305,17197,57738
32306,17197,57739
32307,17208,62475
32308,17208,62476
32309,17208,62477
32310,17208,62478
32311,17208,62479
32312,17211,62455
32313,17211,62456
32314,17211,62457
32315,17211,62458
32316,17211,62459
32317,17213,62495
32318,17213,62496
32319,17213,62497
32320,17213,62498
32321,17213,62499
32322,17222,62815
32323,17222,62816
32324,17222,62817
32325,17222,62818
32326,17222,62819
32327,17227,62615
32328,17227,62616
32329,17227,62617
32330,17227,62618
32331,17227,62619
32332,17231,62930
32333,17231,62931
32334,17231,62932
32335,17231,62933
32336,17231,62934
32337,17234,58430
32338,17234,58431
32339,17234,58432
32340,17234,58433
32341,17234,58434
32342,17243,62485
32343,17243,62486
32344,17243,62487
32345,17243,62488
32346,17243,62489
32347,17244,62720
32348,17244,62721
32349,17244,62722
32350,17244,62723
32351,17244,62724
32352,17251,57730
32353,17251,57731
32354,17251,57732
32355,17251,57733
32356,17251,57734
32357,17253,62695
32358,17253,62696
32359,17253,62697
32360,17253,62698
32361,17253,62699
32362,17254,62725
32363,17254,62726
32364,17254,62727
32365,17254,62728
32366,17254,62729
32367,17255,58035
32368,17255,58036
32369,17255,58037
32370,17255,58038
32371,17255,58039
32372,17258,58095
32373,17258,58096
32374,17258,58097
32375,17258,58098
32376,17258,58099
32377,17263,62545
32378,17263,62546
32379,17263,62547
32380,17263,62548
32381,17263,62549
32382,17265,58270
32383,17265,58271
32384,17265,58272
32385,17265,58273
32386,17265,58274
32387,17277,62580
32388,17277,62581
32389,17277,62582
32390,17277,62583
32391,17277,62584
32392,17279,62745
32393,17279,62746
32394,17279,62747
32395,17279,62748
32396,17279,62749
32397,17280,57635
32398,17280,57636
32399,17280,57637
32400,17280,57638
32401,17280,57639
32402,17281,62445
32403,17281,62446
32404,17281,62447
32405,17281,62448
32406,17281,62449
32407,17286,62480
32408,17286,62481
32409,17286,62482
32410,17286,62483
32411,17286,62484
32412,17287,57465
32413,17287,57466
32414,17287,57467
32415,17287,57468
32416,17287,57469
32417,17297,58140
32418,17297,58141
32419,17297,58142
32420,17297,58143
32421,17297,58144
32422,17301,62875
32423,17301,62876
32424,17301,62877
32425,17301,62878
32426,17301,62879
32427,17302,62685
32428,17302,62686
32429,17302,62687
32430,17302,62688
32431,17302,62689
32432,17310,62620
32433,17310,62621
32434,17310,62622
32435,17310,62623
32436,17310,62624
32437,17315,57470
32438,17315,57471
32439,17315,57472
32440,17315,57473
32441,17315,57474
32442,17336,57420
32443,17336,57421
32444,17336,57422
32445,17336,57423
32446,17336,57424
32447,17339,62540
32448,17339,62541
32449,17339,62542
32450,17339,62543
32451,17339,62544
32452,17348,58440
32453,17348,58441
32454,17348,58442
32455,17348,58443
32456,17348,58444
32457,17351,58435
32458,17351,58436
32459,17351,58437
32460,17351,58438
32461,17351,58439
32462,17352,58445
32463,17352,58446
32464,17352,58447
32465,17352,58448
32466,17352,58449
32467,17353,62535
32468,17353,62536
32469,17353,62537
32470,17353,62538
32471,17353,62539
32472,17354,57645
32473,17354,57646
32474,17354,57647
32475,17354,57648
32476,17354,57649
32477,17355,58145
32478,17355,58146
32479,17355,58147
32480,17355,58148
32481,17355,58149
32482,17360,62465
32483,17360,62466
32484,17360,62467
32485,17360,62468
32486,17360,62469
32487,17362,57715
32488,17362,57716
32489,17362,57717
32490,17362,57718
32491,17362,57719
32492,17363,62750
32493,17363,62751
32494,17363,62752
32495,17363,62753
32496,17363,62754
32497,17366,59045
32498,17366,59046
32499,17366,59047
32500,17366,59048
32501,17366,59049
32502,17367,59040
32503,17367,59041
32504,17367,59042
32505,17367,59043
32506,17367,59044
32507,17386,57970
32508,17386,57971
32509,17386,57972
32510,17386,57973
32511,17386,57974
32512,17387,61400
32513,17387,61401
32514,17387,61402
32515,17387,61403
32516,17387,61404
32517,17388,62410
32518,17388,62411
32519,17388,62412
32520,17388,62413
32521,17388,62414
32522,17393,57590
32523,17393,57591
32524,17393,57592
32525,17393,57593
32526,17393,57594
32527,17397,57610
32528,17397,57611
32529,17397,57612
32530,17397,57613
32531,17397,57614
32532,17399,57580
32533,17399,57581
32534,17399,57582
32535,17399,57583
32536,17399,57584
32537,17400,57605
32538,17400,57606
32539,17400,57607
32540,17400,57608
32541,17400,57609
32542,17402,57595
32543,17402,57596
32544,17402,57597
32545,17402,57598
32546,17402,57599
32547,17404,57600
32548,17404,57601
32549,17404,57602
32550,17404,57603
32551,17404,57604
32552,17406,57620
32553,17406,57621
32554,17406,57622
32555,17406,57623
32556,17406,57624
32557,17411,57585
32558,17411,57586
32559,17411,57587
32560,17411,57588
32561,17411,57589
32562,17413,57615
32563,17413,57616
32564,17413,57617
32565,17413,57618
32566,17413,57619
32567,17425,57570
32568,17425,57571
32569,17425,57572
32570,17425,57573
32571,17425,57574
32572,17426,57575
32573,17426,57576
32574,17426,57577
32575,17426,57578
32576,17426,57579
32577,17435,58135
32578,17435,58136
32579,17435,58137
32580,17435,58138
32581,17435,58139
32582,17499,58015
32583,17499,58016
32584,17499,58017
32585,17499,58018
32586,17499,58019
32587,17565,60755
32588,17565,60756
32589,17565,60757
32590,17565,60758
32591,17565,60759
32592,17584,59290
32593,17584,59291
32594,17584,59292
32595,17584,59293
32596,17584,59294
32597,17591,59255
32598,17591,59256
32599,17591,59257
32600,17591,59258
32601,17591,59259
32602,17619,60740
32603,17619,60741
32604,17619,60742
32605,17619,60743
32606,17619,60744
32607,17626,60170
32608,17626,60171
32609,17626,60172
32610,17626,60173
32611,17626,60174
32612,17651,62885
32613,17651,62886
32614,17651,62887
32615,17651,62888
32616,17651,62889
32617,17677,59295
32618,17677,59296
32619,17677,59297
32620,17677,59298
32621,17677,59299
32622,17682,59360
32623,17682,59361
32624,17682,59362
32625,17682,59363
32626,17682,59364
32627,17685,62890
32628,17685,62891
32629,17685,62892
32630,17685,62893
32631,17685,62894
32632,17686,62740
32633,17686,62741
32634,17686,62742
32635,17686,62743
32636,17686,62744
32637,17706,62945
32638,17706,62946
32639,17706,62947
32640,17706,62948
32641,17706,62949
32642,17732,59350
32643,17732,59351
32644,17732,59352
32645,17732,59353
32646,17732,59354
32647,17733,60150
32648,17733,60151
32649,17733,60152
32650,17733,60153
32651,17733,60154
32652,17736,60750
32653,17736,60751
32654,17736,60752
32655,17736,60753
32656,17736,60754
32657,17756,59230
32658,17756,59231
32659,17756,59232
32660,17756,59233
32661,17756,59234
32662,17776,60700
32663,17776,60701
32664,17776,60702
32665,17776,60703
32666,17776,60704
32667,17777,60705
32668,17777,60706
32669,17777,60707
32670,17777,60708
32671,17777,60709
32672,17778,60695
32673,17778,60696
32674,17778,60697
32675,17778,60698
32676,17778,60699
32677,17796,59380
32678,17796,59381
32679,17796,59382
32680,17796,59383
32681,17796,59384
32682,17798,62855
32683,17798,62856
32684,17798,62857
32685,17798,62858
32686,17798,62859
32687,17799,59235
32688,17799,59236
32689,17799,59237
32690,17799,59238
32691,17799,59239
32692,17801,59345
32693,17801,59346
32694,17801,59347
32695,17801,59348
32696,17801,59349
32697,17819,59340
32698,17819,59341
32699,17819,59342
32700,17819,59343
32701,17819,59344
32702,17820,59325
32703,17820,59326
32704,17820,59327
32705,17820,59328
32706,17820,59329
32707,17829,62920
32708,17829,62921
32709,17829,62922
32710,17829,62923
32711,17829,62924
32712,17867,59335
32713,17867,59336
32714,17867,59337
32715,17867,59338
32716,17867,59339
32717,17868,59330
32718,17868,59331
32719,17868,59332
32720,17868,59333
32721,17868,59334
32722,17871,59030
32723,17871,59031
32724,17871,59032
32725,17871,59033
32726,17871,59034
32727,17881,60745
32728,17881,60746
32729,17881,60747
32730,17881,60748
32731,17881,60749
32732,17890,59370
32733,17890,59371
32734,17890,59372
32735,17890,59373
32736,17890,59374
32737,17892,59260
32738,17892,59261
32739,17892,59262
32740,17892,59263
32741,17892,59264
32742,17912,62830
32743,17912,62831
32744,17912,62832
32745,17912,62833
32746,17912,62834
32747,17928,62835
32748,17928,62836
32749,17928,62837
32750,17928,62838
32751,17928,62839
32752,17949,61650
32753,17949,61651
32754,17949,61652
32755,17949,61653
32756,17949,61654
32757,17961,57750
32758,17961,57751
32759,17961,57752
32760,17961,57753
32761,17961,57754
32762,17962,60215
32763,17962,60216
32764,17962,60217
32765,17962,60218
32766,17962,60219
32767,17964,60220
32768,17964,60221
32769,17964,60222
32770,17964,60223
32771,17964,60224
32772,17970,60210
32773,17970,60211
32774,17970,60212
32775,17970,60213
32776,17970,60214
32777,17978,60200
32778,17978,60201
32779,17978,60202
32780,17978,60203
32781,17978,60204
32782,17980,60815
32783,17980,60816
32784,17980,60817
32785,17980,60818
32786,17980,60819
32787,17993,60810
32788,17993,60811
32789,17993,60812
32790,17993,60813
32791,17993,60814
32792,18044,58130
32793,18044,58131
32794,18044,58132
32795,18044,58133
32796,18044,58134
32797,18045,58120
32798,18045,58121
32799,18045,58122
32800,18045,58123
32801,18045,58124
32802,18048,61350
32803,18048,61351
32804,18048,61352
32805,18048,61353
32806,18048,61354
32807,18049,61385
32808,18049,61386
32809,18049,61387
32810,18049,61388
32811,18049,61389
32812,18052,57720
32813,18052,57721
32814,18052,57722
32815,18052,57723
32816,18052,57724
32817,18067,62800
32818,18067,62801
32819,18067,62802
32820,18067,62803
32821,18067,62804
32822,18072,59685
32823,18072,59686
32824,18072,59687
32825,18072,59688
32826,18072,59689
32827,18073,59690
32828,18073,59691
32829,18073,59692
32830,18073,59693
32831,18073,59694
32832,18075,59680
32833,18075,59681
32834,18075,59682
32835,18075,59683
32836,18075,59684
32837,18076,59670
32838,18076,59671
32839,18076,59672
32840,18076,59673
32841,18076,59674
32842,18078,59675
32843,18078,59676
32844,18078,59677
32845,18078,59678
32846,18078,59679
32847,18079,59655
32848,18079,59656
32849,18079,59657
32850,18079,59658
32851,18079,59659
32852,18080,59665
32853,18080,59666
32854,18080,59667
32855,18080,59668
32856,18080,59669
32857,18081,59640
32858,18081,59641
32859,18081,59642
32860,18081,59643
32861,18081,59644
32862,18082,59660
32863,18082,59661
32864,18082,59662
32865,18082,59663
32866,18082,59664
32867,18084,59645
32868,18084,59646
32869,18084,59647
32870,18084,59648
32871,18084,59649
32872,18127,59020
32873,18127,59021
32874,18127,59022
32875,18127,59023
32876,18127,59024
32877,18128,59015
32878,18128,59016
32879,18128,59017
32880,18128,59018
32881,18128,59019
32882,18129,58980
32883,18129,58981
32884,18129,58982
32885,18129,58983
32886,18129,58984
32887,18130,59005
32888,18130,59006
32889,18130,59007
32890,18130,59008
32891,18130,59009
32892,18131,59010
32893,18131,59011
32894,18131,59012
32895,18131,59013
32896,18131,59014
32897,18132,58970
32898,18132,58971
32899,18132,58972
32900,18132,58973
32901,18132,58974
32902,18133,60190
32903,18133,60191
32904,18133,60192
32905,18133,60193
32906,18133,60194
32907,18136,62260
32908,18136,62261
32909,18136,62262
32910,18136,62263
32911,18136,62264
32912,18137,62275
32913,18137,62276
32914,18137,62277
32915,18137,62278
32916,18137,62279
32917,18138,62270
32918,18138,62271
32919,18138,62272
32920,18138,62273
32921,18138,62274
32922,18144,62215
32923,18144,62216
32924,18144,62217
32925,18144,62218
32926,18144,62219
32927,18150,62185
32928,18150,62186
32929,18150,62187
32930,18150,62188
32931,18150,62189
32932,18151,62265
32933,18151,62266
32934,18151,62267
32935,18151,62268
32936,18151,62269
32937,18153,62210
32938,18153,62211
32939,18153,62212
32940,18153,62213
32941,18153,62214
32942,18156,62230
32943,18156,62231
32944,18156,62232
32945,18156,62233
32946,18156,62234
32947,18158,62285
32948,18158,62286
32949,18158,62287
32950,18158,62288
32951,18158,62289
32952,18159,62240
32953,18159,62241
32954,18159,62242
32955,18159,62243
32956,18159,62244
32957,18165,62250
32958,18165,62251
32959,18165,62252
32960,18165,62253
32961,18165,62254
32962,18166,62245
32963,18166,62246
32964,18166,62247
32965,18166,62248
32966,18166,62249
32967,18172,62225
32968,18172,62226
32969,18172,62227
32970,18172,62228
32971,18172,62229
32972,18173,62220
32973,18173,62221
32974,18173,62222
32975,18173,62223
32976,18173,62224
32977,18184,62255
32978,18184,62256
32979,18184,62257
32980,18184,62258
32981,18184,62259
32982,18193,59915
32983,18193,59916
32984,18193,59917
32985,18193,59918
32986,18193,59919
32987,18198,59920
32988,18198,59921
32989,18198,59922
32990,18198,59923
32991,18198,59924
32992,18203,60780
32993,18203,60781
32994,18203,60782
32995,18203,60783
32996,18203,60784
32997,18205,60175
32998,18205,60176
32999,18205,60177
33000,18205,60178
33001,18205,60179
33002,18206,60185
33003,18206,60186
33004,18206,60187
33005,18206,60188
33006,18206,60189
33007,18209,60180
33008,18209,60181
33009,18209,60182
33010,18209,60183
33011,18209,60184
33012,18219,61380
33013,18219,61381
33014,18219,61382
33015,18219,61383
33016,18219,61384
33017,18224,61355
33018,18224,61356
33019,18224,61357
33020,18224,61358
33021,18224,61359
33022,18242,57460
33023,18242,57461
33024,18242,57462
33025,18242,57463
33026,18242,57464
33027,18244,57565
33028,18244,57566
33029,18244,57567
33030,18244,57568
33031,18244,57569
33032,18254,57640
33033,18254,57641
33034,18254,57642
33035,18254,57643
33036,18254,57644
33037,18257,57630
33038,18257,57631
33039,18257,57632
33040,18257,57633
33041,18257,57634
33042,18258,57650
33043,18258,57651
33044,18258,57652
33045,18258,57653
33046,18258,57654
33047,18268,58110
33048,18268,58111
33049,18268,58112
33050,18268,58113
33051,18268,58114
33052,18269,58080
33053,18269,58081
33054,18269,58082
33055,18269,58083
33056,18269,58084
33057,18271,58100
33058,18271,58101
33059,18271,58102
33060,18271,58103
33061,18271,58104
33062,18272,58105
33063,18272,58106
33064,18272,58107
33065,18272,58108
33066,18272,58109
33067,18275,58250
33068,18275,58251
33069,18275,58252
33070,18275,58253
33071,18275,58254
33072,18294,59000
33073,18294,59001
33074,18294,59002
33075,18294,59003
33076,18294,59004
33077,18295,58995
33078,18295,58996
33079,18295,58997
33080,18295,58998
33081,18295,58999
33082,18299,58775
33083,18299,58776
33084,18299,58777
33085,18299,58778
33086,18299,58779
33087,18302,58990
33088,18302,58991
33089,18302,58992
33090,18302,58993
33091,18302,58994
33092,18305,59105
33093,18305,59106
33094,18305,59107
33095,18305,59108
33096,18305,59109
33097,18309,59375
33098,18309,59376
33099,18309,59377
33100,18309,59378
33101,18309,59379
33102,18312,59300
33103,18312,59301
33104,18312,59302
33105,18312,59303
33106,18312,59304
33107,18321,59365
33108,18321,59366
33109,18321,59367
33110,18321,59368
33111,18321,59369
33112,18324,62525
33113,18324,62526
33114,18324,62527
33115,18324,62528
33116,18324,62529
33117,18329,60080
33118,18329,60081
33119,18329,60082
33120,18329,60083
33121,18329,60084
33122,18330,60090
33123,18330,60091
33124,18330,60092
33125,18330,60093
33126,18330,60094
33127,18331,60165
33128,18331,60166
33129,18331,60167
33130,18331,60168
33131,18331,60169
33132,18333,60030
33133,18333,60031
33134,18333,60032
33135,18333,60033
33136,18333,60034
33137,18334,60110
33138,18334,60111
33139,18334,60112
33140,18334,60113
33141,18334,60114
33142,18335,60155
33143,18335,60156
33144,18335,60157
33145,18335,60158
33146,18335,60159
33147,18336,60115
33148,18336,60116
33149,18336,60117
33150,18336,60118
33151,18336,60119
33152,18339,60100
33153,18339,60101
33154,18339,60102
33155,18339,60103
33156,18339,60104
33157,18340,60025
33158,18340,60026
33159,18340,60027
33160,18340,60028
33161,18340,60029
33162,18341,60095
33163,18341,60096
33164,18341,60097
33165,18341,60098
33166,18341,60099
33167,18342,60085
33168,18342,60086
33169,18342,60087
33170,18342,60088
33171,18342,60089
33172,18352,60795
33173,18352,60796
33174,18352,60797
33175,18352,60798
33176,18352,60799
33177,18360,61030
33178,18360,61031
33179,18360,61032
33180,18360,61033
33181,18360,61034
33182,18363,61025
33183,18363,61026
33184,18363,61027
33185,18363,61028
33186,18363,61029
33187,18382,62405
33188,18382,62406
33189,18382,62407
33190,18382,62408
33191,18382,62409
33192,18385,58425
33193,18385,58426
33194,18385,58427
33195,18385,58428
33196,18385,58429
33197,18386,61850
33198,18386,61851
33199,18386,61852
33200,18386,61853
33201,18386,61854
33202,18389,61790
33203,18389,61791
33204,18389,61792
33205,18389,61793
33206,18389,61794
33207,18390,61835
33208,18390,61836
33209,18390,61837
33210,18390,61838
33211,18390,61839
33212,18391,61785
33213,18391,61786
33214,18391,61787
33215,18391,61788
33216,18391,61789
33217,18392,61845
33218,18392,61846
33219,18392,61847
33220,18392,61848
33221,18392,61849
33222,18394,61815
33223,18394,61816
33224,18394,61817
33225,18394,61818
33226,18394,61819
33227,18395,61805
33228,18395,61806
33229,18395,61807
33230,18395,61808
33231,18395,61809
33232,18397,61840
33233,18397,61841
33234,18397,61842
33235,18397,61843
33236,18397,61844
33237,18402,58405
33238,18402,58406
33239,18402,58407
33240,18402,58408
33241,18402,58409
33242,18403,61825
33243,18403,61826
33244,18403,61827
33245,18403,61828
33246,18403,61829
33247,18404,61780
33248,18404,61781
33249,18404,61782
33250,18404,61783
33251,18404,61784
33252,18405,61830
33253,18405,61831
33254,18405,61832
33255,18405,61833
33256,18405,61834
33257,18406,61800
33258,18406,61801
33259,18406,61802
33260,18406,61803
33261,18406,61804
33262,18407,61820
33263,18407,61821
33264,18407,61822
33265,18407,61823
33266,18407,61824
33267,18409,61810
33268,18409,61811
33269,18409,61812
33270,18409,61813
33271,18409,61814
33272,18412,58415
33273,18412,58416
33274,18412,58417
33275,18412,58418
33276,18412,58419
33277,18452,61340
33278,18452,61341
33279,18452,61342
33280,18452,61343
33281,18452,61344
33282,18461,61345
33283,18461,61346
33284,18461,61347
33285,18461,61348
33286,18461,61349
33287,18480,62940
33288,18480,62941
33289,18480,62942
33290,18480,62943
33291,18480,62944
33292,18482,62790
33293,18482,62791
33294,18482,62792
33295,18482,62793
33296,18482,62794
33297,18538,62635
33298,18538,62636
33299,18538,62637
33300,18538,62638
33301,18538,62639
33302,18605,57680
33303,18605,57681
33304,18605,57682
33305,18605,57683
33306,18605,57684
33307,18628,58170
33308,18628,58171
33309,18628,58172
33310,18628,58173
33311,18628,58174
33312,18632,59585
33313,18632,59586
33314,18632,59587
33315,18632,59588
33316,18632,59589
33317,18633,58335
33318,18633,58336
33319,18633,58337
33320,18633,58338
33321,18633,58339
33322,18636,58400
33323,18636,58401
33324,18636,58402
33325,18636,58403
33326,18636,58404
33327,18638,58455
33328,18638,58456
33329,18638,58457
33330,18638,58458
33331,18638,58459
33332,18685,59580
33333,18685,59581
33334,18685,59582
33335,18685,59583
33336,18685,59584
33337,18735,59575
33338,18735,59576
33339,18735,59577
33340,18735,59578
33341,18735,59579
33342,18777,62590
33343,18777,62591
33344,18777,62592
33345,18777,62593
33346,18777,62594
33347,18798,59440
33348,18798,59441
33349,18798,59442
33350,18798,59443
33351,18798,59444
33352,18979,62810
33353,18979,62811
33354,18979,62812
33355,18979,62813
33356,18979,62814
33357,18999,62990
33358,18999,62991
33359,18999,62992
33360,18999,62993
33361,18999,62994
33362,19002,63030
33363,19002,63031
33364,19002,63032
33365,19002,63033
33366,19002,63034
33367,19008,62825
33368,19008,62826
33369,19008,62827
33370,19008,62828
33371,19008,62829
33372,19010,62625
33373,19010,62626
33374,19010,62627
33375,19010,62628
33376,19010,62629
33377,19021,62935
33378,19021,62936
33379,19021,62937
33380,19021,62938
33381,19021,62939
33382,19040,57445
33383,19040,57446
33384,19040,57447
33385,19040,57448
33386,19040,57449
33387,19113,62925
33388,19113,62926
33389,19113,62927
33390,19113,62928
33391,19113,62929
33392,19148,58465
33393,19148,58466
33394,19148,58467
33395,19148,58468
33396,19148,58469
33397,19160,57245
33398,19160,57246
33399,19160,57247
33400,19160,57248
33401,19160,57249
33402,19170,57690
33403,19170,57691
33404,19170,57692
33405,19170,57693
33406,19170,57694
33407,19178,58520
33408,19178,58521
33409,19178,58522
33410,19178,58523
33411,19178,58524
33412,19182,58310
33413,19182,58311
33414,19182,58312
33415,19182,58313
33416,19182,58314
33417,19183,58320
33418,19183,58321
33419,19183,58322
33420,19183,58323
33421,19183,58324
33422,19298,62805
33423,19298,62806
33424,19298,62807
33425,19298,62808
33426,19298,62809
33427,15298,63647
33428,15298,63648
33429,15298,63649
33430,15298,63650
33431,15298,63651
33432,15298,63652
33433,15306,63407
33434,15306,63408
33435,15306,63409
33436,15306,63410
33437,15306,63411
33438,15306,63412
33439,15337,64181
33440,15337,64182
33441,15337,64183
33442,15337,64184
33443,15337,64185
33444,15337,64186
33445,15339,64259
33446,15339,64260
33447,15339,64261
33448,15339,64262
33449,15339,64263
33450,15339,64264
33451,15375,63929
33452,15375,63930
33453,15375,63931
33454,15375,63932
33455,15375,63933
33456,15375,63934
33457,15383,64277
33458,15383,64278
33459,15383,64279
33460,15383,64280
33461,15383,64281
33462,15383,64282
33463,15429,63329
33464,15429,63330
33465,15429,63331
33466,15429,63332
33467,15429,63333
33468,15429,63334
33469,15487,65075
33470,15487,65076
33471,15487,65077
33472,15487,65078
33473,15487,65079
33474,15487,65080
33475,15488,65081
33476,15488,65082
33477,15488,65083
33478,15488,65084
33479,15488,65085
33480,15488,65086
33481,15510,65153
33482,15510,65154
33483,15510,65155
33484,15510,65156
33485,15510,65157
33486,15510,65158
33487,15525,65159
33488,15525,65160
33489,15525,65161
33490,15525,65162
33491,15525,65163
33492,15525,65164
33493,15554,65777
33494,15554,65778
33495,15554,65779
33496,15554,65780
33497,15554,65781
33498,15554,65782
33499,15587,65801
33500,15587,65802
33501,15587,65803
33502,15587,65804
33503,15587,65805
33504,15587,65806
33505,15609,63575
33506,15609,63576
33507,15609,63577
33508,15609,63578
33509,15609,63579
33510,15609,63580
33511,15610,65897
33512,15610,65898
33513,15610,65899
33514,15610,65900
33515,15610,65901
33516,15610,65902
33517,15623,65477
33518,15623,65478
33519,15623,65479
33520,15623,65480
33521,15623,65481
33522,15623,65482
33523,15629,65939
33524,15629,65940
33525,15629,65941
33526,15629,65942
33527,15629,65943
33528,15629,65944
33529,15632,65381
33530,15632,65382
33531,15632,65383
33532,15632,65384
33533,15632,65385
33534,15632,65386
33535,15637,63641
33536,15637,63642
33537,15637,63643
33538,15637,63644
33539,15637,63645
33540,15637,63646
33541,15662,66101
33542,15662,66102
33543,15662,66103
33544,15662,66104
33545,15662,66105
33546,15662,66106
33547,15665,63383
33548,15665,63384
33549,15665,63385
33550,15665,63386
33551,15665,63387
33552,15665,63388
33553,15689,66497
33554,15689,66498
33555,15689,66499
33556,15689,66500
33557,15689,66501
33558,15689,66502
33559,15711,63545
33560,15711,63546
33561,15711,63547
33562,15711,63548
33563,15711,63549
33564,15711,63550
33565,15712,63587
33566,15712,63588
33567,15712,63589
33568,15712,63590
33569,15712,63591
33570,15712,63592
33571,15713,66551
33572,15713,66552
33573,15713,66553
33574,15713,66554
33575,15713,66555
33576,15713,66556
33577,15772,63983
33578,15772,63984
33579,15772,63985
33580,15772,63986
33581,15772,63987
33582,15772,63988
33583,15777,65891
33584,15777,65892
33585,15777,65893
33586,15777,65894
33587,15777,65895
33588,15777,65896
33589,15778,63563
33590,15778,63564
33591,15778,63565
33592,15778,63566
33593,15778,63567
33594,15778,63568
33595,15825,63683
33596,15825,63684
33597,15825,63685
33598,15825,63686
33599,15825,63687
33600,15825,63688
33601,15826,67199
33602,15826,67200
33603,15826,67201
33604,15826,67202
33605,15826,67203
33606,15826,67204
33607,15827,63677
33608,15827,63678
33609,15827,63679
33610,15827,63680
33611,15827,63681
33612,15827,63682
33613,15828,63401
33614,15828,63402
33615,15828,63403
33616,15828,63404
33617,15828,63405
33618,15828,63406
33619,15868,63425
33620,15868,63426
33621,15868,63427
33622,15868,63428
33623,15868,63429
33624,15868,63430
33625,15891,63485
33626,15891,63486
33627,15891,63487
33628,15891,63488
33629,15891,63489
33630,15891,63490
33631,15892,63521
33632,15892,63522
33633,15892,63523
33634,15892,63524
33635,15892,63525
33636,15892,63526
33637,15901,65903
33638,15901,65904
33639,15901,65905
33640,15901,65906
33641,15901,65907
33642,15901,65908
33643,15906,64313
33644,15906,64314
33645,15906,64315
33646,15906,64316
33647,15906,64317
33648,15906,64318
33649,15907,67997
33650,15907,67998
33651,15907,67999
33652,15907,68000
33653,15907,68001
33654,15907,68002
33655,15923,63635
33656,15923,63636
33657,15923,63637
33658,15923,63638
33659,15923,63639
33660,15923,63640
33661,15936,63629
33662,15936,63630
33663,15936,63631
33664,15936,63632
33665,15936,63633
33666,15936,63634
33667,15937,63419
33668,15937,63420
33669,15937,63421
33670,15937,63422
33671,15937,63423
33672,15937,63424
33673,15977,67415
33674,15977,67416
33675,15977,67417
33676,15977,67418
33677,15977,67419
33678,15977,67420
33679,15983,64301
33680,15983,64302
33681,15983,64303
33682,15983,64304
33683,15983,64305
33684,15983,64306
33685,15984,68285
33686,15984,68286
33687,15984,68287
33688,15984,68288
33689,15984,68289
33690,15984,68290
33691,15996,66911
33692,15996,66912
33693,15996,66913
33694,15996,66914
33695,15996,66915
33696,15996,66916
33697,16006,63623
33698,16006,63624
33699,16006,63625
33700,16006,63626
33701,16006,63627
33702,16006,63628
33703,16038,64265
33704,16038,64266
33705,16038,64267
33706,16038,64268
33707,16038,64269
33708,16038,64270
33709,16041,64337
33710,16041,64338
33711,16041,64339
33712,16041,64340
33713,16041,64341
33714,16041,64342
33715,16043,66563
33716,16043,66564
33717,16043,66565
33718,16043,66566
33719,16043,66567
33720,16043,66568
33721,16044,66041
33722,16044,66042
33723,16044,66043
33724,16044,66044
33725,16044,66045
33726,16044,66046
33727,16073,64349
33728,16073,64350
33729,16073,64351
33730,16073,64352
33731,16073,64353
33732,16073,64354
33733,16119,65471
33734,16119,65472
33735,16119,65473
33736,16119,65474
33737,16119,65475
33738,16119,65476
33739,16120,67637
33740,16120,67638
33741,16120,67639
33742,16120,67640
33743,16120,67641
33744,16120,67642
33745,16121,66887
33746,16121,66888
33747,16121,66889
33748,16121,66890
33749,16121,66891
33750,16121,66892
33751,16122,66893
33752,16122,66894
33753,16122,66895
33754,16122,66896
33755,16122,66897
33756,16122,66898
33757,16126,67649
33758,16126,67650
33759,16126,67651
33760,16126,67652
33761,16126,67653
33762,16126,67654
33763,16128,66503
33764,16128,66504
33765,16128,66505
33766,16128,66506
33767,16128,66507
33768,16128,66508
33769,16129,65915
33770,16129,65916
33771,16129,65917
33772,16129,65918
33773,16129,65919
33774,16129,65920
33775,16130,65465
33776,16130,65466
33777,16130,65467
33778,16130,65468
33779,16130,65469
33780,16130,65470
33781,16131,67625
33782,16131,67626
33783,16131,67627
33784,16131,67628
33785,16131,67629
33786,16131,67630
33787,16132,66869
33788,16132,66870
33789,16132,66871
33790,16132,66872
33791,16132,66873
33792,16132,66874
33793,16133,66521
33794,16133,66522
33795,16133,66523
33796,16133,66524
33797,16133,66525
33798,16133,66526
33799,16135,65423
